Model,Branded variable name,Frequency,STASH,Section,Item,time_profile,domain_profile,usage_profile
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i263,38,263,TMONMN,DALLTH,UP4
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i264,38,264,TMONMN,DALLTH,UP4
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i905,38,905,TMONMN,DIAG,UP4
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i911,38,911,TMONMN,DIAG,UP4
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i920,38,920,TMONMN,DIAG,UP4
UKESM1,wetso2_tavg-u-hxy-u,mon,m01s50i155,50,155,TMONMN,DALLTH,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i248,38,248,TMONMN,DALLTH,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i922,38,922,TMONMN,DIAG,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i249,38,249,TMONMN,DALLTH,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i250,38,250,TMONMN,DALLTH,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i271,38,271,TMONMN,DALLTH,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i272,38,272,TMONMN,DALLTH,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i273,38,273,TMONMN,DALLTH,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i274,38,274,TMONMN,DALLTH,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i275,38,275,TMONMN,DALLTH,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i907,38,907,TMONMN,DIAG,UP4
UKESM1,wetoa_tavg-u-hxy-u,mon,m01s38i913,38,913,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s04i231,4,231,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s05i285,5,285,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s05i286,5,286,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s04i232,4,232,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s04i233,4,233,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s04i234,4,234,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s04i235,4,235,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s04i236,4,236,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s05i281,5,281,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s05i282,5,282,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s05i283,5,283,TMONMN,DIAG,UP4
UKESM1,wetdust_tavg-u-hxy-u,mon,m01s05i284,5,284,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s04i231,4,231,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s05i285,5,285,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s05i286,5,286,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s04i232,4,232,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s04i233,4,233,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s04i234,4,234,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s04i235,4,235,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s04i236,4,236,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s05i281,5,281,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s05i282,5,282,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s05i283,5,283,TMONMN,DIAG,UP4
HadGEM3-GC31,wetdust_tavg-u-hxy-u,mon,m01s05i284,5,284,TMONMN,DIAG,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i243,38,243,TMONMN,DALLTH,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i244,38,244,TMONMN,DALLTH,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i245,38,245,TMONMN,DALLTH,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i267,38,267,TMONMN,DALLTH,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i268,38,268,TMONMN,DALLTH,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i269,38,269,TMONMN,DALLTH,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i270,38,270,TMONMN,DALLTH,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i906,38,906,TMONMN,DIAG,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i912,38,912,TMONMN,DIAG,UP4
UKESM1,wetbc_tavg-u-hxy-u,mon,m01s38i921,38,921,TMONMN,DIAG,UP4
UKESM1,wa_tavg-l-hxy-u,mon,m01s00i150,0,150,TMONMN,DALLTH,UP4
UKESM1,wa_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,wa_tavg-l-hxy-u,mon,m01s00i150,0,150,TMONMN,DALLTH,UP4
HadGEM3-GC31,wa_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,va_tavg-l-hxy-u,mon,m01s00i003,0,3,TMONMN,DALLRH,UP4
UKESM1,va_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,va_tavg-l-hxy-u,mon,m01s00i003,0,3,TMONMN,DALLRH,UP4
HadGEM3-GC31,va_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,ua_tavg-l-hxy-u,mon,m01s00i002,0,2,TMONMN,DALLRH,UP4
UKESM1,ua_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,ua_tavg-l-hxy-u,mon,m01s00i002,0,2,TMONMN,DALLRH,UP4
HadGEM3-GC31,ua_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,tropoz_tavg-u-hm-u,mon,m01s34i001,34,001,TMONMN,DALLTH,UP4
UKESM1,tropoz_tavg-u-hm-u,mon,m01s50i062,50,062,TMONMN,DALLTH,UP4
UKESM1,tropoz_tavg-u-hm-u,mon,m01s50i063,50,063,TMONMN,DALLTH,UP4
HadGEM3-GC31,tropoz_tavg-u-hm-u,mon,m01s34i001,34,001,TMONMN,DALLTH,UP4
HadGEM3-GC31,tropoz_tavg-u-hm-u,mon,m01s50i062,50,062,TMONMN,DALLTH,UP4
HadGEM3-GC31,tropoz_tavg-u-hm-u,mon,m01s50i063,50,063,TMONMN,DALLTH,UP4
UKESM1,toz_tavg-u-hxy-u,mon,m01s50i219,50,219,TMONMN,DALLTH,UP4
HadGEM3-GC31,toz_tavg-u-hxy-u,mon,m01s50i219,50,219,TMONMN,DALLTH,UP4
UKESM1,tntrs_tavg-l-hxy-u,mon,m01s01i161,1,161,TMONMN,DALLTH,UPU
UKESM1,tntrs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tntrs_tavg-l-hxy-u,mon,m01s01i161,1,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntrs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tntrl_tavg-l-hxy-u,mon,m01s02i161,2,161,TMONMN,DALLTH,UPU
UKESM1,tntrl_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
HadGEM3-GC31,tntrl_tavg-l-hxy-u,mon,m01s02i161,2,161,TMONMN,DALLTH,UPU
HadGEM3-GC31,tntrl_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UPU
UKESM1,tatp_tavg-u-hxy-u,mon,m01s30i452,30,452,TMONMN,DIAG,UP4
HadGEM3-GC31,tatp_tavg-u-hxy-u,mon,m01s30i452,30,452,TMONMN,DIAG,UP4
UKESM1,so2_tavg-l-hxy-u,mon,m01s34i072,34,072,TMONMN,DALLTH,UP4
UKESM1,so2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,so2_tavg-l-hxy-u,mon,m01s34i072,34,072,TMONMN,DALLTH,UP4
HadGEM3-GC31,so2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,rsutcsaf_tavg-u-hxy-u,mon,m01s01i519,1,519,TMONMN,DALLRHP1,UP4
HadGEM3-GC31,rsutcsaf_tavg-u-hxy-u,mon,m01s01i519,1,519,TMONMN,DALLRHP1,UP4
UKESM1,rsutaf_tavg-u-hxy-u,mon,m01s01i517,1,517,TMONMN,DALLRHP1,UP4
HadGEM3-GC31,rsutaf_tavg-u-hxy-u,mon,m01s01i517,1,517,TMONMN,DALLRHP1,UP4
UKESM1,rlutcsaf_tavg-u-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP4
UKESM1,rlutcsaf_tavg-u-hxy-u,mon,m01s02i519,2,519,TMONMN,DALLRHP1,UP4
UKESM1,rlutcsaf_tavg-u-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP4
HadGEM3-GC31,rlutcsaf_tavg-u-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP4
HadGEM3-GC31,rlutcsaf_tavg-u-hxy-u,mon,m01s02i519,2,519,TMONMN,DALLRHP1,UP4
HadGEM3-GC31,rlutcsaf_tavg-u-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP4
UKESM1,rlutaf_tavg-u-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP4
UKESM1,rlutaf_tavg-u-hxy-u,mon,m01s02i517,2,517,TMONMN,DALLRHP1,UP4
UKESM1,rlutaf_tavg-u-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP4
HadGEM3-GC31,rlutaf_tavg-u-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP4
HadGEM3-GC31,rlutaf_tavg-u-hxy-u,mon,m01s02i517,2,517,TMONMN,DALLRHP1,UP4
HadGEM3-GC31,rlutaf_tavg-u-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP4
UKESM1,reffclwtop_tavg-u-hxy-cl,mon,m01s01i245,1,245,TMONMN,DIAG,UP4
UKESM1,reffclwtop_tavg-u-hxy-cl,mon,m01s01i246,1,246,TMONMN,DIAG,UP4
HadGEM3-GC31,reffclwtop_tavg-u-hxy-cl,mon,m01s01i245,1,245,TMONMN,DIAG,UP4
HadGEM3-GC31,reffclwtop_tavg-u-hxy-cl,mon,m01s01i246,1,246,TMONMN,DIAG,UP4
UKESM1,ptp_tavg-u-hxy-u,mon,m01s30i451,30,451,TMONMN,DIAG,UP4
HadGEM3-GC31,ptp_tavg-u-hxy-u,mon,m01s30i451,30,451,TMONMN,DIAG,UP4
UKESM1,photo1d_tavg-l-hxy-u,mon,m01s50i228,50,228,TMONMN,DALLTH,UP4
UKESM1,photo1d_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,photo1d_tavg-l-hxy-u,mon,m01s50i228,50,228,TMONMN,DALLTH,UP4
HadGEM3-GC31,photo1d_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,phalf_tavg-l-hxy-u,mon,m01s00i407,0,407,TMONMN,DALLRHP1,UP4
UKESM1,phalf_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,phalf_tavg-l-hxy-u,mon,m01s00i407,0,407,TMONMN,DALLRHP1,UP4
HadGEM3-GC31,phalf_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,pfull_tavg-l-hxy-u,mon,m01s00i408,0,408,TMONMN,DALLTH,UP4
UKESM1,pfull_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,pfull_tavg-l-hxy-u,mon,m01s00i408,0,408,TMONMN,DALLTH,UP4
HadGEM3-GC31,pfull_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,pan_tavg-l-hxy-u,mon,m01s34i017,34,017,TMONMN,DALLTH,UP4
UKESM1,pan_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,pan_tavg-l-hxy-u,mon,m01s34i017,34,017,TMONMN,DALLTH,UP4
HadGEM3-GC31,pan_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,oh_tavg-l-hxy-u,mon,m01s34i995,34,995,TMONMN,DALLTH,UP4
UKESM1,oh_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,oh_tavg-l-hxy-u,mon,m01s34i995,34,995,TMONMN,DALLTH,UP4
HadGEM3-GC31,oh_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,od550lt1aer_tavg-u-hxy-u,mon,m01s02i300,2,300,TMONMN,DIAGAOT,UP4
UKESM1,od550lt1aer_tavg-u-hxy-u,mon,m01s02i301,2,301,TMONMN,DIAGAOT,UP4
UKESM1,od550lt1aer_tavg-u-hxy-u,mon,m01s02i303,2,303,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,od550lt1aer_tavg-u-hxy-u,mon,m01s02i300,2,300,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,od550lt1aer_tavg-u-hxy-u,mon,m01s02i301,2,301,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,od550lt1aer_tavg-u-hxy-u,mon,m01s02i303,2,303,TMONMN,DIAGAOT,UP4
UKESM1,od550dust_tavg-u-hxy-u,mon,m01s02i285,2,285,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,od550dust_tavg-u-hxy-u,mon,m01s02i285,2,285,TMONMN,DIAGAOT,UP4
UKESM1,od550aer_tavg-u-hxy-u,mon,m01s02i285,2,285,TMONMN,DIAGAOT,UP4
UKESM1,od550aer_tavg-u-hxy-u,mon,m01s02i300,2,300,TMONMN,DIAGAOT,UP4
UKESM1,od550aer_tavg-u-hxy-u,mon,m01s02i301,2,301,TMONMN,DIAGAOT,UP4
UKESM1,od550aer_tavg-u-hxy-u,mon,m01s02i302,2,302,TMONMN,DIAGAOT,UP4
UKESM1,od550aer_tavg-u-hxy-u,mon,m01s02i303,2,303,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,od550aer_tavg-u-hxy-u,mon,m01s02i285,2,285,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,od550aer_tavg-u-hxy-u,mon,m01s02i300,2,300,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,od550aer_tavg-u-hxy-u,mon,m01s02i301,2,301,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,od550aer_tavg-u-hxy-u,mon,m01s02i302,2,302,TMONMN,DIAGAOT,UP4
HadGEM3-GC31,od550aer_tavg-u-hxy-u,mon,m01s02i303,2,303,TMONMN,DIAGAOT,UP4
UKESM1,o3prod_tavg-l-hxy-u,mon,m01s50i001,50,001,TMONMN,DALLTH,UP4
UKESM1,o3prod_tavg-l-hxy-u,mon,m01s50i003,50,003,TMONMN,DALLTH,UP4
UKESM1,o3prod_tavg-l-hxy-u,mon,m01s50i103,50,103,TMONMN,DALLTH,UP4
UKESM1,o3prod_tavg-l-hxy-u,mon,m01s50i255,50,255,TMONMN,DALLTH,UP4
UKESM1,o3prod_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,o3prod_tavg-l-hxy-u,mon,m01s50i001,50,001,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3prod_tavg-l-hxy-u,mon,m01s50i003,50,003,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3prod_tavg-l-hxy-u,mon,m01s50i103,50,103,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3prod_tavg-l-hxy-u,mon,m01s50i255,50,255,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3prod_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,o3loss_tavg-l-hxy-u,mon,m01s50i011,50,011,TMONMN,DALLTH,UP4
UKESM1,o3loss_tavg-l-hxy-u,mon,m01s50i013,50,013,TMONMN,DALLTH,UP4
UKESM1,o3loss_tavg-l-hxy-u,mon,m01s50i014,50,014,TMONMN,DALLTH,UP4
UKESM1,o3loss_tavg-l-hxy-u,mon,m01s50i015,50,015,TMONMN,DALLTH,UP4
UKESM1,o3loss_tavg-l-hxy-u,mon,m01s50i255,50,255,TMONMN,DALLTH,UP4
UKESM1,o3loss_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,o3loss_tavg-l-hxy-u,mon,m01s50i011,50,011,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3loss_tavg-l-hxy-u,mon,m01s50i013,50,013,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3loss_tavg-l-hxy-u,mon,m01s50i014,50,014,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3loss_tavg-l-hxy-u,mon,m01s50i015,50,015,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3loss_tavg-l-hxy-u,mon,m01s50i255,50,255,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3loss_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,o3_tavg-l-hxy-u,mon,m01s34i001,34,001,TMONMN,DALLTH,UP4
UKESM1,o3_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,o3_tavg-l-hxy-u,mon,m01s34i001,34,001,TMONMN,DALLTH,UP4
HadGEM3-GC31,o3_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,no2_tavg-l-hxy-u,mon,m01s34i996,34,996,TMONMN,DALLTH,UP4
UKESM1,no2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,no2_tavg-l-hxy-u,mon,m01s34i996,34,996,TMONMN,DALLTH,UP4
HadGEM3-GC31,no2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,no_tavg-l-hxy-u,mon,m01s34i002,34,002,TMONMN,DALLTH,UP4
UKESM1,no_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,no_tavg-l-hxy-u,mon,m01s34i002,34,002,TMONMN,DALLTH,UP4
HadGEM3-GC31,no_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,n2o_tavg-l-hxy-u,mon,m01s34i049,34,049,TMONMN,DALLTH,UP4
UKESM1,n2o_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,n2o_tavg-l-hxy-u,mon,m01s34i049,34,049,TMONMN,DALLTH,UP4
HadGEM3-GC31,n2o_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,mmrss_tavg-l-hxy-u,mon,m01s34i111,34,111,TMONMN,DALLTH,UP4
UKESM1,mmrss_tavg-l-hxy-u,mon,m01s34i117,34,117,TMONMN,DALLTH,UP4
UKESM1,mmrss_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,mmrss_tavg-l-hxy-u,mon,m01s34i111,34,111,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrss_tavg-l-hxy-u,mon,m01s34i117,34,117,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrss_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,mmrso4_tavg-l-hxy-u,mon,m01s34i102,34,102,TMONMN,DALLTH,UP4
UKESM1,mmrso4_tavg-l-hxy-u,mon,m01s34i104,34,104,TMONMN,DALLTH,UP4
UKESM1,mmrso4_tavg-l-hxy-u,mon,m01s34i108,34,108,TMONMN,DALLTH,UP4
UKESM1,mmrso4_tavg-l-hxy-u,mon,m01s34i114,34,114,TMONMN,DALLTH,UP4
UKESM1,mmrso4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,mmrso4_tavg-l-hxy-u,mon,m01s34i102,34,102,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrso4_tavg-l-hxy-u,mon,m01s34i104,34,104,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrso4_tavg-l-hxy-u,mon,m01s34i108,34,108,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrso4_tavg-l-hxy-u,mon,m01s34i114,34,114,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrso4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,mmroa_tavg-l-hxy-u,mon,m01s34i106,34,106,TMONMN,DALLTH,UP4
UKESM1,mmroa_tavg-l-hxy-u,mon,m01s34i110,34,110,TMONMN,DALLTH,UP4
UKESM1,mmroa_tavg-l-hxy-u,mon,m01s34i116,34,116,TMONMN,DALLTH,UP4
UKESM1,mmroa_tavg-l-hxy-u,mon,m01s34i121,34,121,TMONMN,DALLTH,UP4
UKESM1,mmroa_tavg-l-hxy-u,mon,m01s34i126,34,126,TMONMN,DALLTH,UP4
UKESM1,mmroa_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,mmroa_tavg-l-hxy-u,mon,m01s34i106,34,106,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmroa_tavg-l-hxy-u,mon,m01s34i110,34,110,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmroa_tavg-l-hxy-u,mon,m01s34i116,34,116,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmroa_tavg-l-hxy-u,mon,m01s34i121,34,121,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmroa_tavg-l-hxy-u,mon,m01s34i126,34,126,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmroa_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,mmrdust_tavg-l-hxy-u,mon,m01s00i431,0,431,TMONMN,DALLTH,UP4
UKESM1,mmrdust_tavg-l-hxy-u,mon,m01s00i432,0,432,TMONMN,DALLTH,UP4
UKESM1,mmrdust_tavg-l-hxy-u,mon,m01s00i433,0,433,TMONMN,DALLTH,UP4
UKESM1,mmrdust_tavg-l-hxy-u,mon,m01s00i434,0,434,TMONMN,DALLTH,UP4
UKESM1,mmrdust_tavg-l-hxy-u,mon,m01s00i435,0,435,TMONMN,DALLTH,UP4
UKESM1,mmrdust_tavg-l-hxy-u,mon,m01s00i436,0,436,TMONMN,DALLTH,UP4
UKESM1,mmrdust_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,mmrdust_tavg-l-hxy-u,mon,m01s00i431,0,431,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrdust_tavg-l-hxy-u,mon,m01s00i432,0,432,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrdust_tavg-l-hxy-u,mon,m01s00i433,0,433,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrdust_tavg-l-hxy-u,mon,m01s00i434,0,434,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrdust_tavg-l-hxy-u,mon,m01s00i435,0,435,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrdust_tavg-l-hxy-u,mon,m01s00i436,0,436,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrdust_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,mmrbc_tavg-l-hxy-u,mon,m01s34i105,34,105,TMONMN,DALLTH,UP4
UKESM1,mmrbc_tavg-l-hxy-u,mon,m01s34i109,34,109,TMONMN,DALLTH,UP4
UKESM1,mmrbc_tavg-l-hxy-u,mon,m01s34i115,34,115,TMONMN,DALLTH,UP4
UKESM1,mmrbc_tavg-l-hxy-u,mon,m01s34i120,34,120,TMONMN,DALLTH,UP4
UKESM1,mmrbc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,mmrbc_tavg-l-hxy-u,mon,m01s34i105,34,105,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrbc_tavg-l-hxy-u,mon,m01s34i109,34,109,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrbc_tavg-l-hxy-u,mon,m01s34i115,34,115,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrbc_tavg-l-hxy-u,mon,m01s34i120,34,120,TMONMN,DALLTH,UP4
HadGEM3-GC31,mmrbc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,mmraerh2o_tavg-l-hxy-u,mon,m01s38i545,38,545,TMONMN,DALLTH,UP4
UKESM1,mmraerh2o_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,lwp_tavg-u-hxy-u,mon,m01s02i391,2,391,TMONMN,DIAG,UP4
HadGEM3-GC31,lwp_tavg-u-hxy-u,mon,m01s02i391,2,391,TMONMN,DIAG,UP4
UKESM1,lossco_tavg-l-hxy-u,mon,m01s50i071,50,071,TMONMN,DALLTH,UP4
UKESM1,lossco_tavg-l-hxy-u,mon,m01s50i255,50,255,TMONMN,DALLTH,UP4
UKESM1,lossco_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,lossco_tavg-l-hxy-u,mon,m01s50i071,50,071,TMONMN,DALLTH,UP4
HadGEM3-GC31,lossco_tavg-l-hxy-u,mon,m01s50i255,50,255,TMONMN,DALLTH,UP4
HadGEM3-GC31,lossco_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,lossch4_tavg-l-hxy-u,mon,m01s50i247,50,247,TMONMN,DALLTH,UP4
UKESM1,lossch4_tavg-l-hxy-u,mon,m01s50i255,50,255,TMONMN,DALLTH,UP4
UKESM1,lossch4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,lossch4_tavg-l-hxy-u,mon,m01s50i247,50,247,TMONMN,DALLTH,UP4
HadGEM3-GC31,lossch4_tavg-l-hxy-u,mon,m01s50i255,50,255,TMONMN,DALLTH,UP4
HadGEM3-GC31,lossch4_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,jno2_tavg-l-hxy-u,mon,m01s50i229,50,229,TMONMN,DALLTH,UP4
UKESM1,jno2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
