Model,Branded variable name,Frequency,STASH,Section,Item,time_profile,domain_profile,usage_profile
UKESM1,rsd4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rsd4co2_tavg-l-hxy-u,mon,m01s01i522,1,522,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsd4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rsd_tavg-l-hxy-u,mon,m01s01i218,1,218,TMONMN,DALLRHP1,UP5
UKESM1,rsd_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rsd_tavg-l-hxy-u,mon,m01s01i218,1,218,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rsd_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rlutcs4co2_tavg-u-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
UKESM1,rlutcs4co2_tavg-u-hxy-u,mon,m01s02i523,2,523,TMONMN,DALLRHP1,UP5
UKESM1,rlutcs4co2_tavg-u-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
HadGEM3-GC31,rlutcs4co2_tavg-u-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
HadGEM3-GC31,rlutcs4co2_tavg-u-hxy-u,mon,m01s02i523,2,523,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rlutcs4co2_tavg-u-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
UKESM1,rlut4co2_tavg-u-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
UKESM1,rlut4co2_tavg-u-hxy-u,mon,m01s02i521,2,521,TMONMN,DALLRHP1,UP5
UKESM1,rlut4co2_tavg-u-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
HadGEM3-GC31,rlut4co2_tavg-u-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
HadGEM3-GC31,rlut4co2_tavg-u-hxy-u,mon,m01s02i521,2,521,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rlut4co2_tavg-u-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
UKESM1,rlucs4co2_tavg-l-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
UKESM1,rlucs4co2_tavg-l-hxy-u,mon,m01s02i523,2,523,TMONMN,DALLRHP1,UP5
UKESM1,rlucs4co2_tavg-l-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
UKESM1,rlucs4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rlucs4co2_tavg-l-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
HadGEM3-GC31,rlucs4co2_tavg-l-hxy-u,mon,m01s02i523,2,523,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rlucs4co2_tavg-l-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
HadGEM3-GC31,rlucs4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rlucs_tavg-l-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
UKESM1,rlucs_tavg-l-hxy-u,mon,m01s02i219,2,219,TMONMN,DALLRHP1,UP5
UKESM1,rlucs_tavg-l-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
UKESM1,rlucs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rlucs_tavg-l-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
HadGEM3-GC31,rlucs_tavg-l-hxy-u,mon,m01s02i219,2,219,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rlucs_tavg-l-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
HadGEM3-GC31,rlucs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rlu4co2_tavg-l-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
UKESM1,rlu4co2_tavg-l-hxy-u,mon,m01s02i521,2,521,TMONMN,DALLRHP1,UP5
UKESM1,rlu4co2_tavg-l-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
UKESM1,rlu4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rlu4co2_tavg-l-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
HadGEM3-GC31,rlu4co2_tavg-l-hxy-u,mon,m01s02i521,2,521,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rlu4co2_tavg-l-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
HadGEM3-GC31,rlu4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rlu_tavg-l-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
UKESM1,rlu_tavg-l-hxy-u,mon,m01s02i217,2,217,TMONMN,DALLRHP1,UP5
UKESM1,rlu_tavg-l-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
UKESM1,rlu_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rlu_tavg-l-hxy-u,mon,m01s02i205,2,205,TMONMN,DIAG,UP5
HadGEM3-GC31,rlu_tavg-l-hxy-u,mon,m01s02i217,2,217,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rlu_tavg-l-hxy-u,mon,m01s03i332,3,332,TMONMN,DIAG,UP5
HadGEM3-GC31,rlu_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rldcs4co2_tavg-l-hxy-u,mon,m01s02i524,2,524,TMONMN,DALLRHP1,UP5
UKESM1,rldcs4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rldcs4co2_tavg-l-hxy-u,mon,m01s02i524,2,524,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rldcs4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rldcs_tavg-l-hxy-u,mon,m01s02i220,2,220,TMONMN,DALLRHP1,UP5
UKESM1,rldcs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rldcs_tavg-l-hxy-u,mon,m01s02i220,2,220,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rldcs_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rld4co2_tavg-l-hxy-u,mon,m01s02i522,2,522,TMONMN,DALLRHP1,UP5
UKESM1,rld4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rld4co2_tavg-l-hxy-u,mon,m01s02i522,2,522,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rld4co2_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,rld_tavg-l-hxy-u,mon,m01s02i218,2,218,TMONMN,DALLRHP1,UP5
UKESM1,rld_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,rld_tavg-l-hxy-u,mon,m01s02i218,2,218,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,rld_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,pctisccp_tavg-u-hxy-cl,mon,m01s02i333,2,333,TMONMN,DIAG,UP5
UKESM1,pctisccp_tavg-u-hxy-cl,mon,m01s02i334,2,334,TMONMN,DIAG,UP5
HadGEM3-GC31,pctisccp_tavg-u-hxy-cl,mon,m01s02i333,2,333,TMONMN,DIAG,UP5
HadGEM3-GC31,pctisccp_tavg-u-hxy-cl,mon,m01s02i334,2,334,TMONMN,DIAG,UP5
UKESM1,mcu_tavg-l-hxy-u,mon,m01s00i407,0,407,TMONMN,DALLRHP1,UP5
UKESM1,mcu_tavg-l-hxy-u,mon,m01s05i250,5,250,TMONMN,DALLTH,UP5
UKESM1,mcu_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,mcu_tavg-l-hxy-u,mon,m01s00i407,0,407,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,mcu_tavg-l-hxy-u,mon,m01s05i250,5,250,TMONMN,DALLTH,UP5
HadGEM3-GC31,mcu_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,mcd_tavg-l-hxy-u,mon,m01s00i407,0,407,TMONMN,DALLRHP1,UP5
UKESM1,mcd_tavg-l-hxy-u,mon,m01s05i251,5,251,TMONMN,DALLTH,UP5
UKESM1,mcd_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,mcd_tavg-l-hxy-u,mon,m01s00i407,0,407,TMONMN,DALLRHP1,UP5
HadGEM3-GC31,mcd_tavg-l-hxy-u,mon,m01s05i251,5,251,TMONMN,DALLTH,UP5
HadGEM3-GC31,mcd_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,hus_tavg-l-hxy-u,mon,m01s00i010,0,10,TMONMN,DALLTH,UP5
UKESM1,hus_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,hus_tavg-l-hxy-u,mon,m01s00i010,0,10,TMONMN,DALLTH,UP5
HadGEM3-GC31,hus_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,hur_tavg-l-hxy-u,mon,m01s30i113,30,113,TMONMN,DALLTH,UP5
UKESM1,hur_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,hur_tavg-l-hxy-u,mon,m01s30i113,30,113,TMONMN,DALLTH,UP5
HadGEM3-GC31,hur_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,clws_tavg-l-hxy-u,mon,m01s02i308,2,308,TMONMN,DALLTH,UP5
UKESM1,clws_tavg-l-hxy-u,mon,m01s02i318,2,318,TMONMN,DALLTH,UP5
UKESM1,clws_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,clws_tavg-l-hxy-u,mon,m01s02i308,2,308,TMONMN,DALLTH,UP5
HadGEM3-GC31,clws_tavg-l-hxy-u,mon,m01s02i318,2,318,TMONMN,DALLTH,UP5
HadGEM3-GC31,clws_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,clwc_tavg-l-hxy-u,mon,m01s02i318,2,318,TMONMN,DALLTH,UP5
UKESM1,clwc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,clwc_tavg-l-hxy-u,mon,m01s02i318,2,318,TMONMN,DALLTH,UP5
HadGEM3-GC31,clwc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,cltisccp_tavg-u-hxy-u,mon,m01s02i330,2,330,TMONMN,DIAG,UP5
UKESM1,cltisccp_tavg-u-hxy-u,mon,m01s02i334,2,334,TMONMN,DIAG,UP5
HadGEM3-GC31,cltisccp_tavg-u-hxy-u,mon,m01s02i330,2,330,TMONMN,DIAG,UP5
HadGEM3-GC31,cltisccp_tavg-u-hxy-u,mon,m01s02i334,2,334,TMONMN,DIAG,UP5
UKESM1,cltcalipso_tavg-u-hxy-u,mon,m01s02i324,2,324,TMONMN,DIAG,UP5
UKESM1,cltcalipso_tavg-u-hxy-u,mon,m01s02i347,2,347,TMONMN,DIAG,UP5
HadGEM3-GC31,cltcalipso_tavg-u-hxy-u,mon,m01s02i324,2,324,TMONMN,DIAG,UP5
HadGEM3-GC31,cltcalipso_tavg-u-hxy-u,mon,m01s02i347,2,347,TMONMN,DIAG,UP5
UKESM1,cls_tavg-l-hxy-u,mon,m01s02i312,2,312,TMONMN,DALLTH,UP5
UKESM1,cls_tavg-l-hxy-u,mon,m01s02i313,2,313,TMONMN,DALLTH,UP5
UKESM1,cls_tavg-l-hxy-u,mon,m01s02i317,2,317,TMONMN,DALLTH,UP5
UKESM1,cls_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,cls_tavg-l-hxy-u,mon,m01s02i312,2,312,TMONMN,DALLTH,UP5
HadGEM3-GC31,cls_tavg-l-hxy-u,mon,m01s02i313,2,313,TMONMN,DALLTH,UP5
HadGEM3-GC31,cls_tavg-l-hxy-u,mon,m01s02i317,2,317,TMONMN,DALLTH,UP5
HadGEM3-GC31,cls_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,clcalipso_tavg-560hPa-hxy-air,mon,m01s02i322,2,322,TMONMN,DIAG,UP5
UKESM1,clcalipso_tavg-560hPa-hxy-air,mon,m01s02i345,2,345,TMONMN,DIAG,UP5
HadGEM3-GC31,clcalipso_tavg-560hPa-hxy-air,mon,m01s02i322,2,322,TMONMN,DIAG,UP5
HadGEM3-GC31,clcalipso_tavg-560hPa-hxy-air,mon,m01s02i345,2,345,TMONMN,DIAG,UP5
UKESM1,clcalipso_tavg-840hPa-hxy-air,mon,m01s02i321,2,321,TMONMN,DIAG,UP5
UKESM1,clcalipso_tavg-840hPa-hxy-air,mon,m01s02i344,2,344,TMONMN,DIAG,UP5
HadGEM3-GC31,clcalipso_tavg-840hPa-hxy-air,mon,m01s02i321,2,321,TMONMN,DIAG,UP5
HadGEM3-GC31,clcalipso_tavg-840hPa-hxy-air,mon,m01s02i344,2,344,TMONMN,DIAG,UP5
UKESM1,clisccp_tavg-p7c-hxy-air,mon,m01s02i330,2,330,TMONMN,DIAG,UP5
UKESM1,clisccp_tavg-p7c-hxy-air,mon,m01s02i337,2,337,TMONMN,DCOSP7x7,UP5
HadGEM3-GC31,clisccp_tavg-p7c-hxy-air,mon,m01s02i330,2,330,TMONMN,DIAG,UP5
HadGEM3-GC31,clisccp_tavg-p7c-hxy-air,mon,m01s02i337,2,337,TMONMN,DCOSP7x7,UP5
UKESM1,clis_tavg-l-hxy-u,mon,m01s02i309,2,309,TMONMN,DALLTH,UP5
UKESM1,clis_tavg-l-hxy-u,mon,m01s02i319,2,319,TMONMN,DALLTH,UP5
UKESM1,clis_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,clis_tavg-l-hxy-u,mon,m01s02i309,2,309,TMONMN,DALLTH,UP5
HadGEM3-GC31,clis_tavg-l-hxy-u,mon,m01s02i319,2,319,TMONMN,DALLTH,UP5
HadGEM3-GC31,clis_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,clic_tavg-l-hxy-u,mon,m01s02i319,2,319,TMONMN,DALLTH,UP5
UKESM1,clic_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,clic_tavg-l-hxy-u,mon,m01s02i319,2,319,TMONMN,DALLTH,UP5
HadGEM3-GC31,clic_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,clcalipso_tavg-220hPa-hxy-air,mon,m01s02i323,2,323,TMONMN,DIAG,UP5
UKESM1,clcalipso_tavg-220hPa-hxy-air,mon,m01s02i346,2,346,TMONMN,DIAG,UP5
HadGEM3-GC31,clcalipso_tavg-220hPa-hxy-air,mon,m01s02i323,2,323,TMONMN,DIAG,UP5
HadGEM3-GC31,clcalipso_tavg-220hPa-hxy-air,mon,m01s02i346,2,346,TMONMN,DIAG,UP5
UKESM1,clcalipso_tavg-h40-hxy-air,mon,m01s02i325,2,325,TMONMN,DCOSP40H,UP5
UKESM1,clcalipso_tavg-h40-hxy-air,mon,m01s02i371,2,371,TMONMN,DCOSP40H,UP5
HadGEM3-GC31,clcalipso_tavg-h40-hxy-air,mon,m01s02i325,2,325,TMONMN,DCOSP40H,UP5
HadGEM3-GC31,clcalipso_tavg-h40-hxy-air,mon,m01s02i371,2,371,TMONMN,DCOSP40H,UP5
UKESM1,clc_tavg-l-hxy-u,mon,m01s02i317,2,317,TMONMN,DALLTH,UP5
UKESM1,clc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
HadGEM3-GC31,clc_tavg-l-hxy-u,mon,m01s02i317,2,317,TMONMN,DALLTH,UP5
HadGEM3-GC31,clc_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP5
UKESM1,albisccp_tavg-u-hxy-u,mon,m01s02i331,2,331,TMONMN,DIAG,UP5
UKESM1,albisccp_tavg-u-hxy-u,mon,m01s02i334,2,334,TMONMN,DIAG,UP5
HadGEM3-GC31,albisccp_tavg-u-hxy-u,mon,m01s02i331,2,331,TMONMN,DIAG,UP5
HadGEM3-GC31,albisccp_tavg-u-hxy-u,mon,m01s02i334,2,334,TMONMN,DIAG,UP5
UKESM1,zg_tavg-l-hxy-u,day,m01s16i201,16,201,TDAYMN,DALLTH,UP6
UKESM1,zg_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,zg_tavg-l-hxy-u,day,m01s16i201,16,201,TDAYMN,DALLTH,UP6
HadGEM3-GC31,zg_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,wap_tavg-500hPa-hxy-air,day,m01s30i298,30,298,TDAYMN,DP500,UP6
UKESM1,wap_tavg-500hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP500,UP6
HadGEM3-GC31,wap_tavg-500hPa-hxy-air,day,m01s30i298,30,298,TDAYMN,DP500,UP6
HadGEM3-GC31,wap_tavg-500hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP500,UP6
UKESM1,wap_tavg-l-hxy-u,day,m01s30i008,30,008,TDAYMN,DALLTH,UP6
UKESM1,wap_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,wap_tavg-l-hxy-u,day,m01s30i008,30,008,TDAYMN,DALLTH,UP6
HadGEM3-GC31,wap_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,va_tavg-l-hxy-u,day,m01s00i003,0,3,TDAYMN,DALLRH,UP6
UKESM1,va_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,va_tavg-l-hxy-u,day,m01s00i003,0,3,TDAYMN,DALLRH,UP6
HadGEM3-GC31,va_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,ua_tavg-l-hxy-u,day,m01s00i002,0,2,TDAYMN,DALLRH,UP6
UKESM1,ua_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,ua_tavg-l-hxy-u,day,m01s00i002,0,2,TDAYMN,DALLRH,UP6
HadGEM3-GC31,ua_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,ta700_tavg-700hPa-hxy-air,day,m01s30i294,30,294,TDAYMN,DP700,UP6
UKESM1,ta700_tavg-700hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP700,UP6
HadGEM3-GC31,ta700_tavg-700hPa-hxy-air,day,m01s30i294,30,294,TDAYMN,DP700,UP6
HadGEM3-GC31,ta700_tavg-700hPa-hxy-air,day,m01s30i304,30,304,TDAYMN,DP700,UP6
UKESM1,ta_tavg-l-hxy-u,day,m01s30i111,30,111,TDAYMN,DALLTH,UP6
UKESM1,ta_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,ta_tavg-l-hxy-u,day,m01s30i111,30,111,TDAYMN,DALLTH,UP6
HadGEM3-GC31,ta_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,rsutcs_tavg-u-hxy-u,day,m01s01i209,1,209,TDAYMN,DIAG,UP6
HadGEM3-GC31,rsutcs_tavg-u-hxy-u,day,m01s01i209,1,209,TDAYMN,DIAG,UP6
UKESM1,rsut_tavg-u-hxy-u,day,m01s01i208,1,208,TDAYMN,DIAG,UP6
HadGEM3-GC31,rsut_tavg-u-hxy-u,day,m01s01i208,1,208,TDAYMN,DIAG,UP6
UKESM1,rsuscs_tavg-u-hxy-u,day,m01s01i211,1,211,TDAYMN,DIAG,UP6
HadGEM3-GC31,rsuscs_tavg-u-hxy-u,day,m01s01i211,1,211,TDAYMN,DIAG,UP6
UKESM1,rsdt_tavg-u-hxy-u,day,m01s01i207,1,207,TDAYMN,DIAG,UP6
HadGEM3-GC31,rsdt_tavg-u-hxy-u,day,m01s01i207,1,207,TDAYMN,DIAG,UP6
UKESM1,rsdscs_tavg-u-hxy-u,day,m01s01i210,1,210,TDAYMN,DIAG,UP6
HadGEM3-GC31,rsdscs_tavg-u-hxy-u,day,m01s01i210,1,210,TDAYMN,DIAG,UP6
UKESM1,rlutcs_tavg-u-hxy-u,day,m01s02i205,2,205,TDAYMN,DIAG,UP6
UKESM1,rlutcs_tavg-u-hxy-u,day,m01s02i206,2,206,TDAYMN,DIAG,UP6
UKESM1,rlutcs_tavg-u-hxy-u,day,m01s03i332,3,332,TDAYMN,DIAG,UP6
HadGEM3-GC31,rlutcs_tavg-u-hxy-u,day,m01s02i205,2,205,TDAYMN,DIAG,UP6
HadGEM3-GC31,rlutcs_tavg-u-hxy-u,day,m01s02i206,2,206,TDAYMN,DIAG,UP6
HadGEM3-GC31,rlutcs_tavg-u-hxy-u,day,m01s03i332,3,332,TDAYMN,DIAG,UP6
UKESM1,rldscs_tavg-u-hxy-u,day,m01s02i208,2,208,TDAYMN,DIAG,UP6
HadGEM3-GC31,rldscs_tavg-u-hxy-u,day,m01s02i208,2,208,TDAYMN,DIAG,UP6
UKESM1,ps_tavg-u-hxy-u,day,m01s00i409,0,409,TDAYMN,DIAG,UP6
HadGEM3-GC31,ps_tavg-u-hxy-u,day,m01s00i409,0,409,TDAYMN,DIAG,UP6
UKESM1,phalf_tavg-l-hxy-u,day,m01s00i407,0,407,TDAYMN,DALLRHP1,UP6
UKESM1,phalf_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,phalf_tavg-l-hxy-u,day,m01s00i407,0,407,TDAYMN,DALLRHP1,UP6
HadGEM3-GC31,phalf_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,pfull_tavg-l-hxy-u,day,m01s00i408,0,408,TDAYMN,DALLTH,UP6
UKESM1,pfull_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,pfull_tavg-l-hxy-u,day,m01s00i408,0,408,TDAYMN,DALLTH,UP6
HadGEM3-GC31,pfull_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,pctisccp_tavg-u-hxy-cl,day,m01s02i333,2,333,TDAYMN,DIAG,UP6
UKESM1,pctisccp_tavg-u-hxy-cl,day,m01s02i334,2,334,TDAYMN,DIAG,UP6
HadGEM3-GC31,pctisccp_tavg-u-hxy-cl,day,m01s02i333,2,333,TDAYMN,DIAG,UP6
HadGEM3-GC31,pctisccp_tavg-u-hxy-cl,day,m01s02i334,2,334,TDAYMN,DIAG,UP6
UKESM1,mc_tavg-l-hxy-u,day,m01s00i407,0,407,TDAYMN,DALLRHP1,UP6
UKESM1,mc_tavg-l-hxy-u,day,m01s05i250,5,250,TDAYMN,DALLTH,UP6
UKESM1,mc_tavg-l-hxy-u,day,m01s05i251,5,251,TDAYMN,DALLTH,UP6
UKESM1,mc_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,mc_tavg-l-hxy-u,day,m01s00i407,0,407,TDAYMN,DALLRHP1,UP6
HadGEM3-GC31,mc_tavg-l-hxy-u,day,m01s05i250,5,250,TDAYMN,DALLTH,UP6
HadGEM3-GC31,mc_tavg-l-hxy-u,day,m01s05i251,5,251,TDAYMN,DALLTH,UP6
HadGEM3-GC31,mc_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,hus_tavg-l-hxy-u,day,m01s00i010,0,10,TDAYMN,DALLTH,UP6
UKESM1,hus_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,hus_tavg-l-hxy-u,day,m01s00i010,0,10,TDAYMN,DALLTH,UP6
HadGEM3-GC31,hus_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,hur_tavg-l-hxy-u,day,m01s30i113,30,113,TDAYMN,DALLTH,UP6
UKESM1,hur_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,hur_tavg-l-hxy-u,day,m01s30i113,30,113,TDAYMN,DALLTH,UP6
HadGEM3-GC31,hur_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,clwvi_tavg-u-hxy-u,day,m01s02i391,2,391,TDAYMN,DIAG,UP6
UKESM1,clwvi_tavg-u-hxy-u,day,m01s02i392,2,392,TDAYMN,DIAG,UP6
HadGEM3-GC31,clwvi_tavg-u-hxy-u,day,m01s02i391,2,391,TDAYMN,DIAG,UP6
HadGEM3-GC31,clwvi_tavg-u-hxy-u,day,m01s02i392,2,392,TDAYMN,DIAG,UP6
UKESM1,clw_tavg-l-hxy-u,day,m01s02i308,2,308,TDAYMN,DALLTH,UP6
UKESM1,clw_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,clw_tavg-l-hxy-u,day,m01s02i308,2,308,TDAYMN,DALLTH,UP6
HadGEM3-GC31,clw_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,cltisccp_tavg-u-hxy-u,day,m01s02i330,2,330,TDAYMN,DIAG,UP6
UKESM1,cltisccp_tavg-u-hxy-u,day,m01s02i334,2,334,TDAYMN,DIAG,UP6
HadGEM3-GC31,cltisccp_tavg-u-hxy-u,day,m01s02i330,2,330,TDAYMN,DIAG,UP6
HadGEM3-GC31,cltisccp_tavg-u-hxy-u,day,m01s02i334,2,334,TDAYMN,DIAG,UP6
UKESM1,cltcalipso_tavg-u-hxy-u,day,m01s02i324,2,324,TDAYMN,DIAG,UP6
UKESM1,cltcalipso_tavg-u-hxy-u,day,m01s02i347,2,347,TDAYMN,DIAG,UP6
HadGEM3-GC31,cltcalipso_tavg-u-hxy-u,day,m01s02i324,2,324,TDAYMN,DIAG,UP6
HadGEM3-GC31,cltcalipso_tavg-u-hxy-u,day,m01s02i347,2,347,TDAYMN,DIAG,UP6
UKESM1,clcalipso_tavg-560hPa-hxy-air,day,m01s02i322,2,322,TDAYMN,DIAG,UP6
UKESM1,clcalipso_tavg-560hPa-hxy-air,day,m01s02i345,2,345,TDAYMN,DIAG,UP6
HadGEM3-GC31,clcalipso_tavg-560hPa-hxy-air,day,m01s02i322,2,322,TDAYMN,DIAG,UP6
HadGEM3-GC31,clcalipso_tavg-560hPa-hxy-air,day,m01s02i345,2,345,TDAYMN,DIAG,UP6
UKESM1,clcalipso_tavg-840hPa-hxy-air,day,m01s02i321,2,321,TDAYMN,DIAG,UP6
